uniprot,EnsemblGeneID,genename,Description,MitoList,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,HPA_Main_Location_2020 (Reliability),complex,CI,CII,CIII,CIV,CV,mtRibo
Q9NWX5,ENSG00000148331,ASB6,ankyrin repeat and SOCS box containing 6,NonMito,,,,Other,,,,,,
Q9H672,ENSG00000183475,ASB7,ankyrin repeat and SOCS box containing 7,NonMito,,,Golgi apparatus;Vesicles (Approved),Other,,,,,,
Q9H765,ENSG00000177981,ASB8,ankyrin repeat and SOCS box containing 8,NonMito,,,,Other,,,,,,
Q96DX5,ENSG00000102048,ASB9,ankyrin repeat and SOCS box containing 9,NonMito,,,,Other,,,,,,
Q8N9N2,ENSG00000138303,ASCC1,activating signal cointegrator 1 complex subunit 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q9H1I8,ENSG00000100325,ASCC2,activating signal cointegrator 1 complex subunit 2,NonMito,,,Cytosol;Focal adhesion sites (Approved),Other,,,,,,
Q8N3C0,ENSG00000112249,ASCC3,activating signal cointegrator 1 complex subunit 3,NonMito,,,Cytosol (Supported),Other,,,,,,
P50553,ENSG00000139352,ASCL1,achaete-scute family bHLH transcription factor 1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q99929,ENSG00000183734,ASCL2,achaete-scute family bHLH transcription factor 2,NonMito,,,,Other,,,,,,
Q9NQ33,ENSG00000176009,ASCL3,achaete-scute family bHLH transcription factor 3,NonMito,,,,Other,,,,,,
Q6XD76,ENSG00000187855,ASCL4,achaete-scute family bHLH transcription factor 4,NonMito,,,,Other,,,,,,
M0R2M9,ENSG00000232237,ASCL5,achaete-scute family bHLH transcription factor 5,NonMito,,,,Other,,,,,,
Q9Y294,ENSG00000111875,ASF1A,anti-silencing function 1A histone chaperone,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9NVP2,ENSG00000105011|ENSG00000288210,ASF1B,anti-silencing function 1B histone chaperone,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P07306,ENSG00000141505,ASGR1,asialoglycoprotein receptor 1,NonMito,,,Vesicles (Supported),Other,,,,,,
P07307,ENSG00000161944,ASGR2,asialoglycoprotein receptor 2,NonMito,,,Endoplasmic reticulum;Plasma membrane (Supported),Other,,,,,,
Q9NR48,ENSG00000116539,ASH1L,ASH1 like histone lysine methyltransferase,NonMito,,,Golgi apparatus;Nucleoplasm (Supported),Other,,,,,,
Q9UBL3,ENSG00000129691,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P78348,ENSG00000110881,ASIC1,acid sensing ion channel subunit 1,NonMito,,,Golgi apparatus;Plasma membrane (Supported),Other,,,,,,
Q16515,ENSG00000108684,ASIC2,acid sensing ion channel subunit 2,NonMito,,,,Other,,,,,,
Q9UHC3,ENSG00000213199,ASIC3,acid sensing ion channel subunit 3,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q96FT7,ENSG00000072182,ASIC4,acid sensing ion channel subunit family member 4,NonMito,,,Centriolar satellite;Golgi apparatus (Approved),Other,,,,,,
Q9NY37,ENSG00000256394|ENSG00000262505,ASIC5,acid sensing ion channel subunit family member 5,NonMito,,,,Other,,,,,,
P42127,ENSG00000101440,ASIP,agouti signaling protein,NonMito,,,Vesicles (Supported),Other,,,,,,
P04424,ENSG00000126522,ASL,argininosuccinate lyase,NonMito,,,Cytosol (Approved),Other,,,,,,
P46597,ENSG00000196433,ASMT,acetylserotonin O-methyltransferase,NonMito,,,,Other,,,,,,
O95671,ENSG00000169093,ASMTL,acetylserotonin O-methyltransferase like,NonMito,,,Cytosol (Enhanced),Other,,,,,,
P08243,ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing),NonMito,,,Cytosol (Enhanced),Other,,,,,,
Q9NWL6,ENSG00000138381,ASNSD1,asparagine synthetase domain containing 1,NonMito,,,Cytosol (Approved),Other,,,,,,
P45381,ENSG00000108381,ASPA,aspartoacylase,NonMito,,,Cytosol (Uncertain),Other,,,,,,
A6ND91,ENSG00000204653,ASPDH,aspartate dehydrogenase domain containing,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q86U10,ENSG00000166183,ASPG,asparaginase,NonMito,,,,Other,,,,,,
Q12797,ENSG00000198363,ASPH,aspartate beta-hydroxylase,NonMito,,,Endoplasmic reticulum (Enhanced),Other,,,,,,
Q5U4P2,ENSG00000174939,ASPHD1,aspartate beta-hydroxylase domain containing 1,NonMito,,,,Other,,,,,,
Q6ICH7,ENSG00000128203,ASPHD2,aspartate beta-hydroxylase domain containing 2,NonMito,,,,Other,,,,,,
Q8IZT6,ENSG00000066279,ASPM,assembly factor for spindle microtubules,NonMito,,,Cytosol;Plasma membrane (Approved),Other,,,,,,
Q9BXN1,ENSG00000106819,ASPN,asporin,NonMito,,,,Other,,,,,,
Q53RT3,ENSG00000244617,ASPRV1,aspartic peptidase retroviral like 1,NonMito,,,,Other,,,,,,
Q9BZE9,ENSG00000169696,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing",NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q7L266,ENSG00000162174,ASRGL1,asparaginase and isoaspartyl peptidase 1,NonMito,,,Microtubules (Approved),Other,,,,,,
P00966,ENSG00000130707,ASS1,argininosuccinate synthase 1,NonMito,,,Cytosol (Approved),Other,,,,,,
Q2TB18,ENSG00000034533,ASTE1,asteroid homolog 1,NonMito,,,Endoplasmic reticulum (Approved),Other,,,,,,
Q6HA08,ENSG00000188886,ASTL,astacin like metalloendopeptidase,NonMito,,,,Other,,,,,,
O14525,ENSG00000152092,ASTN1,astrotactin 1,NonMito,,,Golgi apparatus;Vesicles (Approved),Other,,,,,,
O75129,ENSG00000148219,ASTN2,astrotactin 2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8IXJ9,ENSG00000171456,ASXL1,ASXL transcriptional regulator 1,NonMito,,,Nucleoli;Nucleoplasm (Approved),Other,,,,,,
Q76L83,ENSG00000143970,ASXL2,ASXL transcriptional regulator 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9C0F0,ENSG00000141431,ASXL3,ASXL transcriptional regulator 3,NonMito,,,,Other,,,,,,
Q8WWH4,ENSG00000154438,ASZ1,"ankyrin repeat, SAM and basic leucine zipper domain containing 1",NonMito,,,Cytosol (Approved),Other,,,,,,
Q8NBU5,ENSG00000138138|ENSG00000283024,ATAD1,ATPase family AAA domain containing 1,Mito,MOM,"Protein import, sorting and homeostasis;Protein homeostasis;Proteases",Nucleoli (Approved),Other,,,,,,
Q6PL18,ENSG00000156802,ATAD2,ATPase family AAA domain containing 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9ULI0,ENSG00000119778,ATAD2B,ATPase family AAA domain containing 2B,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q9NVI7,ENSG00000197785,ATAD3A,ATPase family AAA domain containing 3A,Mito,MIM,Mitochondrial central dogma;mtDNA maintenance;mtDNA nucleoid;Mitochondrial dynamics and surveillance;Organelle contact sites;Mitochondrial dynamics and surveillance;Intramitochondrial membrane interactions,Mitochondria (Supported),Other,,,,,,
Q5T9A4,ENSG00000160072,ATAD3B,ATPase family AAA domain containing 3B,Mito,MIM,Mitochondrial central dogma;mtDNA maintenance;mtDNA nucleoid;Mitochondrial dynamics and surveillance;Organelle contact sites;Mitochondrial dynamics and surveillance;Intramitochondrial membrane interactions,Mitochondria (Supported),Other,,,,,,
Q5T2N8,ENSG00000215915,ATAD3C,ATPase family AAA domain containing 3C,NonMito,,,Mitochondria (Approved),Other,,,,,,
Q96QE3,ENSG00000176208,ATAD5,ATPase family AAA domain containing 5,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q5SQI0,ENSG00000137343|ENSG00000206488|ENSG00000223752|ENSG00000229061|ENSG00000231257|ENSG00000234549|ENSG00000235658,ATAT1,alpha tubulin acetyltransferase 1,NonMito,,,Cytosol;Golgi apparatus (Approved),Other,,,,,,
Q86WG3,ENSG00000167654,ATCAY,ATCAY kinesin light chain interacting caytaxin,NonMito,,,,Other,,,,,,
O95260,ENSG00000107669,ATE1,arginyltransferase 1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P18846,ENSG00000123268,ATF1,activating transcription factor 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P15336,ENSG00000115966,ATF2,activating transcription factor 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
P18847,ENSG00000162772,ATF3,activating transcription factor 3,NonMito,,,Nucleoli;Nucleoplasm (Supported),Other,,,,,,
P18848,ENSG00000128272,ATF4,activating transcription factor 4,NonMito,,,Centriolar satellite;Cytosol (Supported),Other,,,,,,
Q9Y2D1,ENSG00000169136,ATF5,activating transcription factor 5,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
P18850,ENSG00000118217,ATF6,activating transcription factor 6,NonMito,,,,Other,,,,,,
Q99941,ENSG00000168468|ENSG00000213676|ENSG00000228628|ENSG00000234539,ATF6B,activating transcription factor 6 beta,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P17544,ENSG00000170653,ATF7,activating transcription factor 7,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q6VMQ6,ENSG00000171681,ATF7IP,activating transcription factor 7 interacting protein,NonMito,,,Nuclear bodies;Nucleoplasm (Enhanced),Other,,,,,,
Q5U623,ENSG00000166669,ATF7IP2,activating transcription factor 7 interacting protein 2,NonMito,,,,Other,,,,,,
Q9H0Y0,ENSG00000152348,ATG10,autophagy related 10,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q9BSB4,ENSG00000123395,ATG101,autophagy related 101,NonMito,,,,Other,,,,,,
O94817,ENSG00000145782,ATG12,autophagy related 12,NonMito,,,,Other,,,,,,
O75143,ENSG00000175224,ATG13,autophagy related 13,NonMito,,,Cytosol (Approved),Other,,,,,,
Q6ZNE5,ENSG00000126775,ATG14,autophagy related 14,NonMito,,,,Other,,,,,,
Q676U5,ENSG00000085978|ENSG00000281089,ATG16L1,autophagy related 16 like 1,NonMito,,,Cytosol (Approved),Other,,,,,,
Q8NAA4,ENSG00000168010,ATG16L2,autophagy related 16 like 2,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q2TAZ0,ENSG00000110046,ATG2A,autophagy related 2A,NonMito,,,Cytosol (Approved),Other,,,,,,
Q96BY7,ENSG00000066739,ATG2B,autophagy related 2B,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q9NT62,ENSG00000144848,ATG3,autophagy related 3,NonMito,,,Cytosol;Plasma membrane (Supported),Other,,,,,,
Q8WYN0,ENSG00000101844,ATG4A,autophagy related 4A cysteine peptidase,NonMito,,,Microtubules (Approved),Other,,,,,,
Q9Y4P1,ENSG00000168397,ATG4B,autophagy related 4B cysteine peptidase,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q96DT6,ENSG00000125703,ATG4C,autophagy related 4C cysteine peptidase,NonMito,,,Cytosol;Nucleoplasm (Approved),Other,,,,,,
Q86TL0,ENSG00000130734,ATG4D,autophagy related 4D cysteine peptidase,NonMito,,,Mitochondria;Nucleoplasm (Supported),Other,,,,,,
Q9H1Y0,ENSG00000057663,ATG5,autophagy related 5,NonMito,,,Centrosome (Approved),Other,,,,,,
O95352,ENSG00000197548,ATG7,autophagy related 7,NonMito,,,Cytosol (Supported),Other,,,,,,
Q7Z3C6,ENSG00000198925,ATG9A,autophagy related 9A,NonMito,,,Vesicles (Supported),Other,,,,,,
Q674R7,ENSG00000181652,ATG9B,autophagy related 9B,NonMito,,,,Other,,,,,,
P31939,ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,NonMito,,,Cytosol;Plasma membrane (Enhanced),Other,,,,,,
Q8WXF7,ENSG00000198513,ATL1,atlastin GTPase 1,NonMito,,,,Other,,,,,,
Q8NHH9,ENSG00000119787,ATL2,atlastin GTPase 2,NonMito,,,Endoplasmic reticulum (Supported),Other,,,,,,
Q6DD88,ENSG00000184743,ATL3,atlastin GTPase 3,NonMito,,,Endoplasmic reticulum (Enhanced),Other,,,,,,
Q13315,ENSG00000149311,ATM,ATM serine/threonine kinase,NonMito,,,Nucleoplasm;Vesicles (Enhanced),Other,,,,,,
O43313,ENSG00000166454,ATMIN,ATM interactor,NonMito,,,Nuclear bodies (Supported),Other,,,,,,
P54259,ENSG00000111676,ATN1,atrophin 1,NonMito,,,Nucleoplasm (Enhanced),Other,,,,,,
Q92858,ENSG00000172238,ATOH1,atonal bHLH transcription factor 1,NonMito,,,,Other,,,,,,
Q8N100,ENSG00000179774,ATOH7,atonal bHLH transcription factor 7,NonMito,,,,Other,,,,,,
Q96SQ7,ENSG00000168874,ATOH8,atonal bHLH transcription factor 8,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
O00244,ENSG00000177556,ATOX1,antioxidant 1 copper chaperone,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
O60312,ENSG00000206190,ATP10A,ATPase phospholipid transporting 10A (putative),NonMito,,,,Other,,,,,,
O94823,ENSG00000118322,ATP10B,ATPase phospholipid transporting 10B (putative),NonMito,,,,Other,,,,,,
Q9P241,ENSG00000145246,ATP10D,ATPase phospholipid transporting 10D (putative),NonMito,,,Nucleoplasm;Plasma membrane (Supported),Other,,,,,,
P98196,ENSG00000068650,ATP11A,ATPase phospholipid transporting 11A,NonMito,,,Vesicles (Enhanced),Other,,,,,,
Q6ZP68,ENSG00000197595,ATP11AUN,ATP11A upstream neighbor,NonMito,,,,Other,,,,,,
Q9Y2G3,ENSG00000058063,ATP11B,ATPase phospholipid transporting 11B (putative),NonMito,,,Centriolar satellite;Cytosol (Approved),Other,,,,,,
Q8NB49,ENSG00000101974,ATP11C,ATPase phospholipid transporting 11C,NonMito,,,,Other,,,,,,
P54707,ENSG00000075673,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit,NonMito,,,,Other,,,,,,
Q9HD20,ENSG00000105726,ATP13A1,ATPase 13A1,NonMito,,,Vesicles (Approved),Other,,,,,,
Q9NQ11,ENSG00000159363,ATP13A2,ATPase cation transporting 13A2,NonMito,,,,Other,,,,,,
Q9H7F0,ENSG00000133657,ATP13A3,ATPase 13A3,NonMito,,,Nucleoli (Approved),Other,,,,,,
Q4VNC1,ENSG00000127249,ATP13A4,ATPase 13A4,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q4VNC0,ENSG00000187527,ATP13A5,ATPase 13A5,NonMito,,,,Other,,,,,,
P05023,ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,NonMito,,,,Other,,,,,,
P50993,ENSG00000018625,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,NonMito,,,,Other,,,,,,
P13637,ENSG00000105409,ATP1A3,ATPase Na+/K+ transporting subunit alpha 3,NonMito,,,,Other,,,,,,
Q13733,ENSG00000132681,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4,NonMito,,,,Other,,,,,,
P05026,ENSG00000143153,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,NonMito,,,,Other,,,,,,
P14415,ENSG00000129244,ATP1B2,ATPase Na+/K+ transporting subunit beta 2,NonMito,,,,Other,,,,,,
P54709,ENSG00000069849,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q9UN42,ENSG00000101892,ATP1B4,ATPase Na+/K+ transporting family member beta 4,NonMito,,,,Other,,,,,,
Q9Y6H3,ENSG00000166896|ENSG00000262145,ATP23,ATP23 metallopeptidase and ATP synthase assembly factor homolog,Mito,IMS,"Protein import, sorting and homeostasis;Protein homeostasis;Proteases",Plasma membrane;Vesicles (Enhanced),Other,,,,,,
O14983,ENSG00000196296,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,NonMito,,,Endoplasmic reticulum (Approved),Other,,,,,,
P16615,ENSG00000174437,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,NonMito,,,,Other,,,,,,
Q93084,ENSG00000074370,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,NonMito,,,,Other,,,,,,
P20020,ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,NonMito,,,Plasma membrane (Supported),Other,,,,,,
Q01814,ENSG00000157087,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,NonMito,,,,Other,,,,,,
Q16720,ENSG00000067842,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,NonMito,,,,Other,,,,,,
P23634,ENSG00000058668,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,NonMito,,,Plasma membrane (Supported),Other,,,,,,
P98194,ENSG00000017260,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,NonMito,,,Golgi apparatus (Supported),Other,,,,,,
O75185,ENSG00000064270,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,NonMito,,,Focal adhesion sites;Plasma membrane (Approved),Other,,,,,,
P20648,ENSG00000105675,ATP4A,ATPase H+/K+ transporting subunit alpha,NonMito,,,,Other,,,,,,
P51164,ENSG00000186009|ENSG00000288359,ATP4B,ATPase H+/K+ transporting subunit beta,NonMito,,,,Other,,,,,,
P25705,ENSG00000152234,ATP5F1A,ATP synthase F1 subunit alpha,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
P06576,ENSG00000110955,ATP5F1B,ATP synthase F1 subunit beta,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Enhanced),CV,,,,,CV,
P36542,ENSG00000165629,ATP5F1C,ATP synthase F1 subunit gamma,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
P30049,ENSG00000099624,ATP5F1D,ATP synthase F1 subunit delta,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
P56381,ENSG00000124172,ATP5F1E,ATP synthase F1 subunit epsilon,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
Q9UII2,ENSG00000130770|ENSG00000285390,ATP5IF1,ATP synthase inhibitory factor subunit 1,Mito,Matrix,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Enhanced),CV,,,,,CV,
P05496,ENSG00000159199,ATP5MC1,ATP synthase membrane subunit c locus 1,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
Q06055,ENSG00000135390,ATP5MC2,ATP synthase membrane subunit c locus 2,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
P48201,ENSG00000154518,ATP5MC3,ATP synthase membrane subunit c locus 3,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,,CV,,,,,CV,
Q96IX5,ENSG00000173915,ATP5MD,ATP synthase membrane subunit DAPIT,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits;Mitochondrial dynamics and surveillance;Cristae formation,Mitochondria (Supported),CV,,,,,CV,
P56385,ENSG00000169020,ATP5ME,ATP synthase membrane subunit e,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits;Mitochondrial dynamics and surveillance;Cristae formation,Mitochondria (Supported),CV,,,,,CV,
P56134,ENSG00000241468,ATP5MF,ATP synthase membrane subunit f,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
B4DJ38,ENSG00000248919,ATP5MF-PTCD1,ATP5MF-PTCD1 readthrough,Mito,unknown,0,Mitochondria (Approved),Other,,,,,,
O75964,ENSG00000167283,ATP5MG,ATP synthase membrane subunit g,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits;Mitochondrial dynamics and surveillance;Cristae formation,Mitochondria (Supported),CV,,,,,CV,
Q7Z4Y8,ENSG00000249222,ATP5MGL,ATP synthase membrane subunit g like,NonMito,,,Mitochondria (Supported),Other,,,,,,
P56378,ENSG00000156411,ATP5MPL,ATP synthase membrane subunit 6.8PL,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
P24539,ENSG00000116459,ATP5PB,ATP synthase peripheral stalk-membrane subunit b,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
O75947,ENSG00000167863,ATP5PD,ATP synthase peripheral stalk subunit d,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
P18859,ENSG00000154723,ATP5PF,ATP synthase peripheral stalk subunit F6,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Supported),CV,,,,,CV,
P48047,ENSG00000241837,ATP5PO,ATP synthase peripheral stalk subunit OSCP,Mito,MIM,OXPHOS;Complex V;CV subunits;OXPHOS;OXPHOS subunits,Mitochondria (Enhanced),CV,,,,,CV,
Q15904,ENSG00000071553,ATP6AP1,ATPase H+ transporting accessory protein 1,NonMito,,,Cytosol;Microtubules;Plasma membrane (Approved),Other,,,,,,
Q52LC2,ENSG00000205464,ATP6AP1L,ATPase H+ transporting accessory protein 1 like,NonMito,,,Cytosol (Approved),Other,,,,,,
O75787,ENSG00000182220,ATP6AP2,ATPase H+ transporting accessory protein 2,NonMito,,,,Other,,,,,,
Q93050,ENSG00000033627,ATP6V0A1,ATPase H+ transporting V0 subunit a1,NonMito,,,Golgi apparatus;Vesicles (Approved),Other,,,,,,
Q9Y487,ENSG00000185344,ATP6V0A2,ATPase H+ transporting V0 subunit a2,NonMito,,,Cytosol (Approved),Other,,,,,,
Q9HBG4,ENSG00000105929,ATP6V0A4,ATPase H+ transporting V0 subunit a4,NonMito,,,Cytosol (Approved),Other,,,,,,
Q99437,ENSG00000117410,ATP6V0B,ATPase H+ transporting V0 subunit b,NonMito,,,Cytosol (Approved),Other,,,,,,
P27449,ENSG00000185883,ATP6V0C,ATPase H+ transporting V0 subunit c,NonMito,,,Cytosol (Approved),Other,,,,,,
P61421,ENSG00000159720,ATP6V0D1,ATPase H+ transporting V0 subunit d1,NonMito,,,,Other,,,,,,
Q8N8Y2,ENSG00000147614,ATP6V0D2,ATPase H+ transporting V0 subunit d2,NonMito,,,Vesicles (Approved),Other,,,,,,
O15342,ENSG00000113732,ATP6V0E1,ATPase H+ transporting V0 subunit e1,NonMito,,,,Other,,,,,,
Q8NHE4,ENSG00000171130,ATP6V0E2,ATPase H+ transporting V0 subunit e2,NonMito,,,,Other,,,,,,
P38606,ENSG00000114573,ATP6V1A,ATPase H+ transporting V1 subunit A,NonMito,,,Nucleoplasm;Vesicles (Supported),Other,,,,,,
P15313,ENSG00000116039,ATP6V1B1,ATPase H+ transporting V1 subunit B1,NonMito,,,Nuclear membrane;Nucleoplasm (Approved),Other,,,,,,
P21281,ENSG00000147416,ATP6V1B2,ATPase H+ transporting V1 subunit B2,NonMito,,,Vesicles (Supported),Other,,,,,,
P21283,ENSG00000155097,ATP6V1C1,ATPase H+ transporting V1 subunit C1,NonMito,,,Nucleoplasm (Supported),Other,,,,,,
Q8NEY4,ENSG00000143882,ATP6V1C2,ATPase H+ transporting V1 subunit C2,NonMito,,,Mitochondria (Uncertain),Other,,,,,,
Q9Y5K8,ENSG00000100554,ATP6V1D,ATPase H+ transporting V1 subunit D,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
P36543,ENSG00000131100,ATP6V1E1,ATPase H+ transporting V1 subunit E1,NonMito,,,Nucleoplasm (Approved),Other,,,,,,
Q96A05,ENSG00000250565,ATP6V1E2,ATPase H+ transporting V1 subunit E2,NonMito,,,,Other,,,,,,
Q16864,ENSG00000128524,ATP6V1F,ATPase H+ transporting V1 subunit F,NonMito,,,,Other,,,,,,
0,ENSG00000272899,ATP6V1FNB,ATP6V1F neighbor,NonMito,,,,Other,,,,,,
O75348,ENSG00000136888,ATP6V1G1,ATPase H+ transporting V1 subunit G1,NonMito,,,Nucleoli (Approved),Other,,,,,,
O95670,ENSG00000206445|ENSG00000213760|ENSG00000226850|ENSG00000227587|ENSG00000230900|ENSG00000234668|ENSG00000234920,ATP6V1G2,ATPase H+ transporting V1 subunit G2,NonMito,,,,Other,,,,,,
Q96LB4,ENSG00000151418|ENSG00000263014,ATP6V1G3,ATPase H+ transporting V1 subunit G3,NonMito,,,,Other,,,,,,
Q9UI12,ENSG00000047249,ATP6V1H,ATPase H+ transporting V1 subunit H,NonMito,,,Actin filaments (Approved),Other,,,,,,
Q04656,ENSG00000165240,ATP7A,ATPase copper transporting alpha,NonMito,,,Golgi apparatus;Vesicles (Supported),Other,,,,,,
P35670,ENSG00000123191,ATP7B,ATPase copper transporting beta,NonMito,,,Golgi apparatus (Supported),Other,,,,,,
Q9Y2Q0,ENSG00000124406,ATP8A1,ATPase phospholipid transporting 8A1,NonMito,,,Vesicles (Supported),Other,,,,,,
Q9NTI2,ENSG00000132932,ATP8A2,ATPase phospholipid transporting 8A2,NonMito,,,Plasma membrane (Supported),Other,,,,,,
O43520,ENSG00000081923,ATP8B1,ATPase phospholipid transporting 8B1,NonMito,,,Plasma membrane (Approved),Other,,,,,,
P98198,ENSG00000143515,ATP8B2,ATPase phospholipid transporting 8B2,NonMito,,,,Other,,,,,,
